〃,"signo ídem"
臭い物に蓋,"tapar los asuntos que huelen mal"
臭い物にふた,"lavar los trapos sucios en casa"
臭い物にふた,"salvar las apariencias"
臭い物にふた,"tapar los asuntos que huelen mal"
臭いものにふた,"lavar los trapos sucios en casa"
臭いものにふた,"salvar las apariencias"
臭いものにふた,"tapar los asuntos que huelen mal"
臭気,"mal olor"
臭気,peste
臭気,hedor
臭味,"mal olor"
臭味,peste
臭味,hedor
衆,muchedumbre
衆,gentío
衆,"gran número de personas"
衆,gente
衆議院,"Cámara de Representantes de Japón"
衆人環視,"a la vista de todo el mundo"
衆人環視,"rodeado de espectadores"
衆人環視,"ser el centro de las miradas de todo el mundo"
衆生,muchedumbre
衆生,gentío
襲いかかる,"ir de prisa"
襲いかかる,atacar
襲いかかる,abalanzarse
襲い掛かる,"ir de prisa"
襲い掛かる,atacar
襲い掛かる,abalanzarse
襲い掛る,"ir de prisa"
襲い掛る,atacar
襲い掛る,abalanzarse
襲う,atacar
襲う,acometer
襲う,"ir tras"
襲撃,"ataque improvisto"
襲撃,redada
蹴る,patear
蹴球,fútbol
蹴飛ばす,"dar una patada"
蹴飛ばす,"dar un puntapié"
蹴とばす,"dar una patada"
蹴とばす,"dar un puntapié"
週,semana
週刊,"publicación semanal"
週刊誌,"publicación semanal"
週間,semana
週間,semanalmente
週報,"informe semanal"
週報,"boletín semanal"
週末,"fin de semana"
集う,"encontrarse con"
集う,ensamblar
集う,congregar
集まる,acopiar
集まる,recolectar
集まる,ensamblar
集る,acopiar
集る,recolectar
集る,ensamblar
集める,recolectar
集める,ensamblar
集る,chupar
集る,gorronear
集る,sablear
集会,reunión
集会,asamblea
集金,cobrar
集金,recaudar
集金,cobro
集金,recaudación
集計,sumar
集計,totalizar
集合,reunirse
集合,congregarse
集合,agrupación
集合,concentración
集合,junta
集積,acumulación
集団,grupo
集団,masa
集団,multitud
集中,concentrarse
集中,agruparse
集中,aglomerarse
集中,enfoque
集中,concentración
集約,resumen
集落,aldea
集落,villa
集落,"colonia (bacteria)"
聚落,aldea
聚落,villa
聚落,"colonia (bacteria)"
醜い,feo
醜い,"desagradable a la vista"
醜い,"de aspecto no grato"
見憎い,feo
見憎い,"desagradable a la vista"
見憎い,"de aspecto no grato"
ブ男,"hombre feo"
醜男,"hombre feo"
醜聞,escándalo
住する,vivir
住する,residir
住する,habitar
住まう,vivir
住まう,residir
住まう,habitar
住う,vivir
住う,residir
住う,habitar
住む,residir
住む,"vivir en"
住む,morar
住所,"dirección (casa)"
住所,residencia
住所,domicilio
住処,"dirección (casa)"
住処,residencia
住処,domicilio
住人,residente
住宅,casa
住宅,vivienda
住宅街,"área residencial"
住宅地,"zona residencial"
住民,ciudadanos
住民,habitantes
住民,residentes
住民,población
住民税,"impuesto municipal"
住民票,"certificado de residencia"
充てる,repartir
充てる,distribuir
充血,"congestión (con sangre)"
充実,abundancia
充実,satisfacción
充電,"hacer una recarga eléctrica"
充電,"cargar (electricidad)"
充電,"recargar (electricidad)"
充電,"ponerse las pilas"
充電,"coger fuerzas"
充電器,"cargador de baterías"
十一,once
１１,once
十一月,Noviembre
１１月,Noviembre
十雨,"lluvia refrescante una vez en 10 días"
十億,"mil millones"
十億,"1,000,000,000"
十九,diecinueve
十月,Octubre
１０月,Octubre
十五,15
十五,quince
１５,15
１５,quince
十三,trece
１３,trece
十字,cruz
十字架,"cruz católica"
十字路,cruce
十種競技,decatlón
十進,decimal
１０進,decimal
十進法,decimal
十進法,"notación decimal"
１０進法,decimal
１０進法,"notación decimal"
十人十色,"para los gustos están los colores"
十人十色,"sobre gustos no hay nada escrito"
十人十色,"cada persona tiene su propio gusto"
十人十色,"cada uno tiene su propio carácter u opinión"
十人十色,"cada cual es como es"
十中八九,casi
十中八九,"casi seguro"
十中八九,"con un ochenta o noventa por ciento de probabilidades"
十二,doce
１２,doce
十二宮,zodíaco
十二宮,zodiaco
十二宮,"los doce signos del zodiaco"
十二月,diciembre
十二月,Diciembre
１２月,diciembre
１２月,Diciembre
十二指腸,duodeno
十二支,zodíaco
十二支,zodiaco
十二支,"los doce signos del zodiaco"
十二時,12:00
十二時,"las doce en punto"
十二分,"más que suficiente"
十日,"décimo día del mes"
十日,"diez días"
１０日,"décimo día del mes"
１０日,"diez días"
十年一日,"anclado en el pasado"
十年一日,"que no cambia"
十年一日,"que está como siempre"
十年一日,inmutable
十能,badil
十八,dieciocho
１０分,"10 minutos"
十分,"10 minutos"
十分,suficiente
十分,bastante
十分,satisfactorio
十分,adecuado
十分,"dividir en 10"
十分,perfecto
十分,lleno
十分,completo
充分,suficiente
充分,bastante
充分,satisfactorio
充分,adecuado
充分,"dividir en 10"
充分,perfecto
充分,lleno
充分,completo
十万,"cien mil"
十万,"100,000"
十六,dieciséis
従う,"hacer lo mismo que"
従う,"seguir el ejemplo de"
従う,seguir
従う,cumplir
従う,respetar
従う,"cumplir con las reglas"
従う,"obedecer las reglas"
従う,"seguir las reglas"
随う,"hacer lo mismo que"
随う,"seguir el ejemplo de"
随う,seguir
随う,cumplir
随う,respetar
随う,"cumplir con las reglas"
随う,"obedecer las reglas"
随う,"seguir las reglas"
順う,"hacer lo mismo que"
順う,"seguir el ejemplo de"
順う,seguir
順う,cumplir
順う,respetar
順う,"cumplir con las reglas"
順う,"obedecer las reglas"
順う,"seguir las reglas"
遵う,"hacer lo mismo que"
遵う,"seguir el ejemplo de"
遵う,seguir
遵う,cumplir
遵う,respetar
遵う,"cumplir con las reglas"
遵う,"obedecer las reglas"
遵う,"seguir las reglas"
從う,"hacer lo mismo que"
從う,"seguir el ejemplo de"
從う,seguir
從う,cumplir
從う,respetar
從う,"cumplir con las reglas"
從う,"obedecer las reglas"
從う,"seguir las reglas"
隨う,"hacer lo mismo que"
隨う,"seguir el ejemplo de"
隨う,seguir
隨う,cumplir
隨う,respetar
隨う,"cumplir con las reglas"
隨う,"obedecer las reglas"
隨う,"seguir las reglas"
従える,subyugar
従える,someter
従える,"hacerse seguir o acompañar"
随える,subyugar
随える,someter
随える,"hacerse seguir o acompañar"
従って,"por lo tanto"
従って,"por consiguiente"
従って,"de acuerdo con"
従って,"por eso"
従って,"de modo que"
従業,empleo
従業員,empleado
従業員,trabajador
従軍,campaña
従兄,"primo (mayor que uno)"
従兄弟,primo
従姉,"prima (mayor que uno)"
従姉妹,prima
従事,dedicarse
従事,entregarse
従事,consagrarse
従事,ocupación
従事,dedicación
従属,subordinación
従属,dependencia
従弟,"primo (menor que uno)"
従妹,"prima (menor que uno)"
従来,originalmente
従来,anteriormente
従来,tradicionalmente
柔術,"""jujutsu"", ""jiujitsu"" (arte marcial precursora del judo)"
柔道,judo
柔道,yudo
柔軟,elástico
柔軟,flexible
柔軟,blando
汁,jugo
汁,sopa
汁,caldo
液,jugo
液,sopa
液,caldo
汁粉,shiruko
汁粉,"(sopa de frijol dulce)"
渋い,agrio
渋い,avinagrado
渋い,astringente
渋い,"de sabor áspero"
渋い,sobrio
渋い,austero
渋い,serio
渋い,reticente
渋い,adusto
渋い,seco
渋い,"poco dispuesto a"
澁い,agrio
澁い,avinagrado
澁い,astringente
澁い,"de sabor áspero"
澁い,sobrio
澁い,austero
澁い,serio
澁い,reticente
澁い,adusto
澁い,seco
澁い,"poco dispuesto a"
渋る,rehusarse
渋る,oponerse
渋滞,atasco
獣,bestia
獣,bruto
獣,fiera
獣医,veterinario
獣肉,"carne animal"
縦,longitud
縦,altura
縦,verticalidad
縦,vertical
竪,longitud
竪,altura
竪,verticalidad
竪,vertical
経,longitud
経,altura
経,verticalidad
経,vertical
縦書き,"escritura vertical"
縦書,"escritura vertical"
重い,pesado
重い,grave
重い,serio
重さ,peso
重たい,pesado
重たい,masivo
重たい,serio
重たい,importante
重たい,grave
重なる,amontonarse
重なる,apilarse
重なる,superponerse
重ねて,"de nuevo"
重ねて,nuevamente
重ねて,"una vez más"
重ねて,"otra vez"
重ねる,apilar
重ねる,amontonar
重ねる,adicionar
重ねる,repetir
重ね重ね,"una y otra vez"
重ね重ね,"muchas veces"
重ね重ね,reiteradamente
重ね重ね,sucesivamente
重ね重ね,mucho
重んじる,respetar
重んじる,honrar
重んじる,estimar
重んじる,apreciar
重んずる,valorar
重んずる,respetar
重圧,presión
重患,"enfermedad grave"
重苦しい,abrumador
重苦しい,pesado
重苦しい,embarazoso
重苦しい,engorroso
重苦しい,molesto
重苦しい,opresivo
重苦しい,torpe
重苦しい,sombrío
重刑,"sentencia dura"
重工業,"industria pesada"
重婚,bigamia
重婚,"doble matrimonio"
重視,importancia
重症,"enfermedad grave"
重心,"centro de gravedad"
重心,"centro de equilibrio"
重責,"gran responsabilidad"
重代,"generaciones sucesivas"
重大,serio
重大,importante
重大,tumba
重大,sepultura
重大,pesado
重点,orientación
重点,enfoque
重箱,"fiambrera apilable de madera lacada"
重病,"enfermedad grave"
重母音,diptongo
重役,director
重役,"alto ejecutivo"
重役,"(persona con) grandes responsabilidades"
重要,importante
重要,momento
重要,esencial
重要,principal
重要,mayor
重利,"interés compuesto"
重量,masa
重量,peso
重力,"(fuerza de la) gravedad"
銃,pistola
銃,rifle
銃,"arma pequeña"
砲,pistola
砲,rifle
砲,"arma pequeña"
銃殺,fusilamiento
銃殺,fusilar
銃弾,bala
銃弾,proyectil
銃砲,pistola
宿,posada
宿,alojamiento
宿す,hospedar
宿す,concebir
宿す,portar(virus)
宿る,alojarse
宿る,morar
宿る,"estar embarazada o encinta"
宿屋,posada
宿屋,hospedería
宿屋,fonda
宿屋,hotel
宿題,deberes
宿題,"tareas escolares"
宿泊,alojarse
宿泊,hospedarse
宿泊,hospedaje
宿泊,alojamiento
宿命,destino
宿命,predestinación
淑やか,elegante
淑女,señorita
祝い,celebración
祝い,fiesta
祝い,enhorabuena
祝い,felicitación
祝い,festival
祝,celebración
祝,fiesta
祝,enhorabuena
祝,felicitación
祝,festival
斎,celebración
斎,fiesta
斎,enhorabuena
斎,felicitación
斎,festival
祝う,felicitar
祝う,congratular
祝う,celebrar
斎う,felicitar
斎う,congratular
斎う,celebrar
祝賀,celebración
祝祭日,"fiesta nacional"
祝詞,felicitación
祝詞,enhorabuena
祝詞,congratulación
祝詞,alabanza
祝詞,parabién
祝辞,felicitación
祝辞,enhorabuena
祝辞,congratulación
祝辞,alabanza
祝辞,parabién
祝電,"telegrama de felicitación"
祝日,"fiesta nacional"
祝杯,brindis
祝盃,brindis
祝福,bendición
縮まる,encogerse
縮まる,reducirse
縮まる,contraerse
縮む,encogerse
縮む,reducirse
縮む,contraerse
縮める,acortar
縮める,recortar
縮める,reducir
縮れる,rizarse
縮れる,arrugarse
縮小,reducción
縮小,encogimiento
塾,"academia privada"
塾生,"estudiante de escuela privada"
熟する,cosechar
熟する,madurar
熟する,"estar en uso común"
熟する,"volverse un sonido natural"
熟れる,madurar
熟語,modismo
熟考,"pensar bien"
熟考,reflexionar
熟考,"madurar bien una decisión"
熟考,considerar
熟考,reflexión
熟考,consideración
熟睡,"sueño profundo"
熟慮断行,"madurar bien una decisión para llevarla a efecto de modo inmediato y resuelto"
熟慮断行,"pensar despacio y actuar deprisa"
熟練,habilidad
熟練,destreza
熟練,dominio
熟練,competencia
出くわす,"encontrar por casualidad"
出会す,"encontrar por casualidad"
出喰わす,"encontrar por casualidad"
出す,salir
出す,sacar
出す,publicar
出す,revelar
出す,mostrar
出す,"presentar (ej. tesis)"
出す,entregar
出す,"hacer público"
出す,"enviar (carta)"
出す,"iniciar (fuego)"
出す,"servir (comida)"
出す,"empezar a"
出す,"echar a"
出る,aparecer
出る,dejar
出る,salir
出る,"(teléfono o puerta)/"
出る,"contestar (teléfono o puerta)"
出る釘は打たれる,"clavo que sobresale martillazo que se lleva"
出る釘は打たれる,"no es bueno destacar mucho"
出演,actuación
出演,"aparición en escena"
出演者,intérprete
出演者,actor
出火,"conato de incendio"
出荷,flete
出荷,envío
出会,encuentro
出会い,encuentro
出会い,reunión
出逢い,encuentro
出逢い,reunión
出合い,encuentro
出合い,reunión
出会,encuentro
出会,reunión
出合,encuentro
出合,reunión
出遭い,encuentro
出遭い,reunión
お出掛け,"salida de Usted"
お出かけ,"salida de Usted"
御出掛け,"salida de Usted"
出願,solicitud
出願,petición
出勤,"salida al trabajo"
出勤,"desplazamiento al trabajo"
出勤,"ir al trabajo"
出金,gasto
出金,"salida de dinero"
出軍,expedición
出迎え,bienvenida
出迎え,recepción
出迎え,recibimiento
出迎える,saludar
出欠,asistencia
出欠,concurrencia
出欠,afluencia
出血,sangrar
出血,sangrado
出血,hemorragia
出現,aparición
出現,llegada
出現,advenimiento
出口,salida
出港,"salida de puerto"
出港停止,embargo
出航,zarpa
出航,"salida de una nave"
出獄,"puesta en libertad"
出獄,excarcelación
出産,parto
出産,entrega
出産,"producción (de mercancías)"
出産,parir
出産,"dar a luz"
出産,alumbrar
出資,inversión
出資,"aportación social"
出社,reportarse
出社,"presentarse al lugar de empleo"
出社,"salida a la empresa"
出社,"desplazamiento al trabajo"
出初め,debut
出場,participación
出場,aparición
出身,procedencia
出身,origen
出世,éxito
出生地,"tierra natal"
出生地,"lugar de nacimiento"
出席,asistencia
出席,presencia
出切る,"estar afuera de"
出切る,"no tener mas en mano"
出前,catering
出前,"servicio de comidas"
出題,"formular cuestiones"
出題,"plantear problemas"
出題,cuestionario
出題,temario
出題,cuestión
出題,tema
出鱈目,disparate
出鱈目,absurdo
出鱈目,irresponsable
出張,"hacer un viaje de negocios"
出張,"hacer un viaje de trabajo"
出張,"visita oficial"
出張,"viaje de negocios"
出直し,volver
出直し,"empezar de nuevo"
出廷,"comparecencia en sede judicial"
出典,referencia
出典,"fuente de información"
出店,"puesto de comida"
出店,sucursal
出店,filial
出度,frecuencia
出動,movilizarse
出動,movilización
出入り,acceso
出入り,"entrada y salida"
出這入り,acceso
出這入り,"entrada y salida"
出納,contabilidad
出納,balance
出馬,"presentarse como candidato"
出発,"partida (de irse)"
出版,publicar
出版,editar
出版,publicación
出費,desembolsos
出費,gastos
出品,muestra
出品,exposición
出品,exhibición
出不精,"quedarse en casa"
出無精,"quedarse en casa"
出戻り,"mujer divorciada"
出来,acabado
出来,factura
出来,ejecución
出来,hechura
出来,terminación
出来,resultado
出来る,"estar libre (en posición) para hacer algo"
出来る,"estar al corriente de la tarea"
出来る,"estar listo"
出来る,completado
出来る,"estar hecho"
出来る,"estar construído"
出来る,"ser bueno en algo"
出来る,"tener permiso (de hacer)"
出来る,"volverse íntimo"
出来る,"asociarse (con alguien)"
出来る,crecer
出来る,"ser criado"
出来る,poder
出来る,"ser capaz"
出来る,completarse
